????,1,1,0,0,,
:))),0,1,0,0,,
‚ù§Ô∏è‚ù§Ô∏è,1,0,0,0,,
‚ù§Ô∏èÌ†ΩÌπè,2,0,0,0,,
Ì†ΩÌ±âÌ†ΩÌ≤™,0,0,1,0,,
Ì†ΩÌ±çÌ†ΩÌ∏É,1,0,0,0,,
Ì†ΩÌ∏ÅÌ†ΩÌ∏É,1,0,0,0,,
Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç,1,1,0,1,,
Ì†ΩÌ∏ÇÌ†ΩÌπà,1,0,0,0,,
Ì†ΩÌ∏çÌ†ΩÌ∏ç,0,1,0,0,,
Ì†ΩÌ∏ùÌ†ΩÌ∏ú,0,0,0,1,,
Ì†ΩÌ∏≠Ì†ΩÌ∏´,1,0,0,0,,
Ì†ΩÌ∏±Ì†ΩÌ∏ì,1,0,0,0,,
!!!!!,1,0,0,1,,
^^^^^,0,0,1,0,,
(-_-),0,1,0,0,,
(:***,1,0,0,0,,
<----,1,0,0,0,,
>>>>>,0,0,1,0,,
?????,1,0,1,1,,
–∂–µ–ª–∞—é,0,1,0,0,,
Ë∞¢Ë∞¢ÔºÅ:),1,0,0,0,,
Ì†ΩÌ∏à???,0,1,0,0,,
!!!!!!,1,1,0,0,,
?????!,0,0,1,0,,
??????,1,0,0,0,,
:))))),0,1,0,0,,
:)Ì†ΩÌ∏úÌ†ΩÌ∏Å,0,0,1,0,,
:-)!!!,0,1,0,0,,
‚òùÔ∏èÌ†ΩÌ∏§Ì†ΩÌ∏â,0,1,0,0,,
‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è,1,0,0,0,,
ÊàëÊÉ≥Âøµ‰Ω†‰ª¨ÔºÅ,1,0,0,0,,
Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç,2,1,0,0,,
Ì†ΩÌ∏äÌ†ΩÌ∏äÌ†ΩÌ∏ä,1,0,0,0,,
Ì†ΩÌ∏òÌ†ΩÌ∏òÌ†ΩÌ∏ò,1,0,0,0,,
Ì†ΩÌπèÌ†ΩÌπèÌ†ΩÌπè,1,0,0,0,,
Ì†ΩÌ∫≤Ì†ΩÌ≤™Ì†ΩÌ∫≤,1,0,0,0,,
!!!!!!!,1,0,0,1,,
:((((((,1,0,0,0,,
!!!!!!!!,2,0,0,0,,
—É—Å–ø–µ—Ö–æ–≤),0,1,0,0,,
‰Ω†‰∏≠ÊñáÂ≠∏ÊàêÈªûÂêñÔºü,0,0,1,0,,
Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç,0,1,0,0,,
Ì†ΩÌ∏©Ì†ΩÌ∏©Ì†ΩÌ∏ÉÌ†ΩÌ∏É,1,0,0,0,,
Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠,1,0,0,0,,
Ì†ΩÌ±çÌ†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌ±è,1,0,0,0,,
Ì†ΩÌ∏•Ì†ΩÌ∏≠Ì†ΩÌ∏¢Ì†ΩÌ∏™Ì†ΩÌ∏û,1,0,0,0,,
Ì†ΩÌ∏±Ì†ΩÌ∏±Ì†ΩÌ∏±Ì†ΩÌ∏±Ì†ΩÌ∏±,1,0,0,0,,
–ø–æ–∑–¥—Ä–∞–≤–ª—è—é),0,1,0,0,,
????????!!!!!,0,1,0,0,,
*************************************,0,0,0,1,,
*************************************************,0,0,0,1,,
0,0,1,0,3,,
0?,0,0,0,1,,
0,0,0,2,2,,
1,0,0,0,1,,
11,0,1,0,0,,
12,0,0,0,1,,
14,0,2,0,0,,
8,0,1,0,1,,
#1,0,0,0,1,,
1,2,5,5,6,,
1%,0,0,1,0,,
1),0,0,0,1,,
1:00,0,0,1,0,,
[10],0,1,0,0,,
10,4,4,4,7,,
1:00,0,1,0,0,,
100,2,2,1,1,,
100%,3,2,0,2,,
1000,0,0,0,1,,
1000%,0,0,1,0,,
10000000%,1,0,0,0,,
101,1,0,1,0,,
10-Oct,0,0,1,0,,
11-Oct,0,0,1,0,,
12-Oct,0,0,0,1,,
10:15,0,1,0,0,,
10:18,0,0,0,1,,
10:30,0,0,0,1,,
10:30am,0,0,0,1,,
10:05,0,1,0,0,,
10th,0,1,0,0,,
[11],0,1,0,0,,
11,2,0,1,0,,
110%,1,0,0,1,,
1:17,0,0,0,1,,
[12],0,1,0,0,,
2-Jan,0,1,0,0,,
12,1,1,2,6,,
1:20,0,1,0,1,,
1:20!,0,1,0,0,,
12:30,2,1,0,0,,
127,1,0,0,0,,
12pm,1,0,0,0,,
12th,1,0,0,0,,
12x5mbps,0,0,1,0,,
1:03,0,0,0,1,,
13,2,2,0,2,,
[13][14],0,1,0,0,,
132,0,1,0,0,,
4-Jan,0,0,0,1,,
14,2,1,0,5,,
14:26,0,0,0,1,,
14:06,0,0,0,1,,
14:6),1,0,0,0,,
14th-24th,1,0,0,0,,
[15],0,1,0,0,,
5-Jan,1,0,0,0,,
15,1,0,2,3,,
155?,0,1,0,0,,
15k,1,0,0,0,,
[16],0,1,0,0,,
16,0,1,0,3,,
1:6-7,0,0,0,1,,
168,0,0,0,1,,
[17],0,1,0,0,,
17,2,0,0,1,,
17th,2,0,0,0,,
[18],0,2,0,0,,
18,1,1,0,0,,
18!,0,1,0,0,,
185,0,0,0,1,,
[19],0,1,0,0,,
19,0,1,1,0,,
1970/71,0,0,1,0,,
1973,0,1,0,0,,
1980,0,0,0,1,,
1995,0,0,0,1,,
1998,0,0,0,1,,
1999,0,0,0,1,,
1st,1,2,0,2,,
#1stworldhumor,0,0,1,0,,
1tb,0,0,0,2,,
2,17,9,8,20,,
2),1,0,0,1,,
2?,0,1,0,0,,
2:00,0,0,1,0,,
[20],0,1,0,0,,
20,3,3,1,2,,
2:00,0,0,1,0,,
2000,0,1,0,0,,
2005,1,0,0,0,,
2005?,1,0,0,0,,
2010,1,0,0,1,,
2013,0,0,1,0,,
2014,2,0,0,3,,
2015,2,0,0,1,,
20:17,0,0,0,1,,
20-21st,0,0,0,1,,
20$,0,0,0,1,,
[21],0,1,0,0,,
21,1,0,0,1,,
21-28,0,0,0,1,,
2:14,0,0,0,1,,
2:15!,0,1,0,0,,
[22],0,1,0,0,,
2+2=,0,1,0,0,,
22,0,1,2,0,,
225/month,0,0,0,1,,
22nd,0,0,0,1,,
[23],0,1,0,0,,
3-Feb,0,0,1,0,,
3-Feb,1,0,0,0,,
23,0,0,0,2,,
2:30,0,1,0,0,,
[24],0,1,0,0,,
24,1,0,0,1,,
241,1,0,0,0,,
[25],0,1,0,0,,
25,2,0,1,2,,
254,0,1,0,0,,
25th,0,0,1,0,,
[26],0,1,0,0,,
2:06,0,0,0,1,,
26,1,0,0,1,,
[27],0,1,0,0,,
27,0,0,0,1,,
27th,0,0,0,1,,
[28],0,1,0,0,,
29,0,0,1,0,,
2-bed/2-ba,1,0,0,0,,
2hour,1,0,0,0,,
2nd,1,2,0,1,,
2pac,2,0,1,0,,
2pac?,0,0,1,0,,
#3,1,0,0,0,,
-3,1,0,0,0,,
<3,20,4,0,2,,
:3,0,1,1,0,,
3,9,2,3,10,,
3!,1,0,0,0,,
3?,0,0,0,1,,
30,0,2,1,2,,
3:00,0,0,1,0,,
300,1,0,0,0,,
30's,1,0,0,0,,
10-Mar,0,0,0,1,,
33,1,0,0,0,,
3:30,1,0,0,1,,
4-Mar,0,0,1,0,,
4-Mar,0,0,0,1,,
3:45,1,0,0,0,,
35,1,0,1,1,,
364,0,0,0,1,,
37,0,1,0,0,,
37:7a,1,0,0,0,,
38,0,0,0,1,,
380,1,0,0,0,,
38th,0,1,0,0,,
3-peat,0,0,0,1,,
3rd,0,1,1,1,,
#4,0,0,1,0,,
4,14,5,6,20,,
4:00,0,0,1,0,,
40,1,1,0,3,,
4:00,0,0,0,1,,
4:11,0,0,0,1,,
41:10:00,0,0,0,1,,
413,0,0,0,1,,
42,1,1,1,1,,
427r,0,0,0,1,,
4.4074E+12,0,0,0,1,,
5-Apr,1,0,0,0,,
45,1,0,0,0,,
8-Apr,0,0,0,1,,
4:08,0,0,1,0,,
48,1,0,0,0,,
49er's,0,0,0,2,,
4evr,1,0,1,0,,
4k,1,0,0,0,,
4s,0,0,4,0,,
4th,1,0,1,2,,
4wd,0,0,0,1,,
5,3,4,5,10,,
5!,1,0,0,0,,
5?,0,1,0,0,,
50,3,1,0,1,,
50+,0,1,0,0,,
500,0,1,0,0,,
5000,1,0,0,0,,
50/50,0,0,2,0,,
1-May,1,0,0,0,,
51th,0,1,0,0,,
5:30,0,1,0,1,,
54,1,0,0,0,,
549,0,0,0,1,,
55,0,0,0,1,,
55',1,0,0,0,,
5:51am,0,1,0,0,,
57,0,0,0,1,,
59,0,0,0,1,,
5am,1,0,0,0,,
5c,2,0,2,0,,
5pm,0,0,0,1,,
5-speed??,0,0,0,1,,
6,4,3,4,5,,
6??????,1,0,0,0,,
60,1,2,1,6,,
60%,0,0,0,1,,
6:00?,0,0,1,0,,
6065602636,0,0,1,0,,
606-975-2009,1,0,0,0,,
60's,0,0,0,1,,
2-Jun,0,0,0,1,,
624,1,0,0,0,,
6:30,1,0,0,0,,
630,0,0,0,1,,
6:30-7:30pm,1,0,0,0,,
6'4,0,1,0,0,,
65397613,0,1,0,0,,
66,0,0,0,3,,
675/month,0,0,0,1,,
6:09,0,0,0,1,,
69,0,0,0,1,,
6pm,0,0,0,1,,
6th,1,1,0,1,,
6th-24th,1,0,0,0,,
6x3mbps,0,0,1,0,,
&7,0,1,0,0,,
7,3,4,3,5,,
70%,0,0,0,1,,
7:00,1,1,0,0,,
7000,0,0,0,1,,
70/40,0,0,0,1,,
707:00:00,0,0,1,0,,
7:14,0,1,0,0,,
722am,0,0,0,1,,
4-Jul,1,0,0,0,,
7:47,0,0,0,1,,
75,1,0,0,0,,
[7][8],0,1,0,0,,
7pm,1,0,0,1,,
8,4,0,0,3,,
800,1,0,1,0,,
80's,0,0,0,1,,
20-Aug,0,0,0,1,,
83,0,0,0,1,,
8:30,0,0,0,1,,
8:45,0,1,0,0,,
8592391600,1,0,0,0,,
9-Aug,0,0,2,0,,
89,0,0,0,1,,
8am-2:30,1,0,0,0,,
8gb,0,0,1,0,,
8ish,1,0,0,0,,
8miles,0,0,0,1,,
[9],0,1,0,0,,
9,2,1,1,3,,
9+,1,0,0,0,,
90,0,1,1,4,,
90%,0,0,0,1,,
90's,1,0,0,0,,
90s,0,0,0,1,,
92,1,0,0,0,,
9:22,1,0,0,0,,
9:22!,1,0,0,0,,
922,0,1,0,0,,
'96,0,0,0,1,,
96,1,0,0,0,,
96th,0,0,0,1,,
'99,0,1,0,0,,
99,1,0,0,0,,
99%,0,0,0,1,,
999,0,0,0,1,,
9am,1,0,0,0,,
9th,0,1,0,0,,
(a,0,0,0,1,,
#NAME?,0,0,1,0,,
a,419,358,209,556,,
a:,0,0,0,1,,
aaaggggh,1,0,0,0,,
aahhh,0,1,0,0,,
aaron,2,0,3,2,,
aaron?,1,0,0,1,,
aaron!!,0,1,0,0,,
aaron's,1,0,0,0,,
aarons,1,0,0,0,,
aa/supercharged,0,0,0,1,,
abandoned,1,0,0,0,,
abby,1,0,0,0,,
abc,0,0,0,1,,
abhsr,0,0,0,1,,
abib,0,0,0,1,,
abie,1,0,0,0,,
abilities,0,1,2,1,,
abilities!,0,1,0,0,,
ability,0,1,1,2,,
able,6,3,0,10,,
abnormal,0,0,0,1,,
abode?,1,0,0,0,,
abolished,0,0,0,1,,
abounds,0,1,0,0,,
abounds!,0,1,0,0,,
about,74,36,29,90,,
about?,0,0,0,1,,
about!!!!!,0,1,0,0,,
above,0,0,0,2,,
absent!,0,1,0,0,,
absolute,0,1,0,1,,
absolutely,5,1,0,3,,
absolutely!,1,0,0,0,,
absorbed,0,0,0,1,,
absorbent,0,1,0,0,,
'abstract',0,1,0,0,,
abstract,0,1,0,0,,
abundance,0,0,0,2,,
abused,1,0,0,0,,
a/c,0,0,0,1,,
ac-130,0,0,0,1,,
academy,2,1,2,4,,
accept,1,3,0,7,,
acceptable,0,0,0,1,,
acceptance,0,0,0,1,,
accepted,3,1,2,1,,
accidentally,0,0,1,0,,
accomendation,0,1,0,0,,
accommodation,0,1,0,0,,
accommodations,0,1,0,1,,
accomplish,0,1,0,1,,
accomplish!,1,0,0,0,,
accomplished,0,1,0,1,,
accomplishments,1,1,0,0,,
according,0,0,0,3,,
account,1,0,0,0,,
accounts,0,0,0,1,,
accusations,0,1,0,0,,
accuser,0,0,0,1,,
ace,0,3,0,0,,
achiever,0,0,0,1,,
acknowledge,0,0,0,1,,
acm,0,1,0,0,,
acoustic,0,0,0,1,,
acreman,1,0,0,0,,
across,0,1,1,2,,
act,1,4,3,0,,
act!,0,1,0,0,,
act?,0,0,0,1,,
acting,1,0,0,1,,
action,0,0,0,2,,
actions,0,2,0,0,,
active,0,0,1,1,,
activists,0,0,0,1,,
activities,0,1,0,0,,
activity,0,1,1,0,,
actors,1,0,0,1,,
actresses,0,0,0,1,,
acts,2,0,0,0,,
actual,1,1,1,0,,
actually,18,7,4,12,,
actually),0,0,0,1,,
acutely,0,0,0,1,,
adam,0,0,0,2,,
adam!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,0,1,,
adapt,1,0,0,0,,
add,0,2,0,4,,
added,1,0,0,1,,
addiction,1,0,0,0,,
adding,0,1,0,0,,
additions,0,0,0,1,,
address,0,0,1,2,,
addressed,2,0,0,0,,
addressing,0,0,0,1,,
adds,0,0,0,1,,
adept,0,0,0,1,,
adjunct,0,0,1,0,,
adkins,0,0,0,1,,
admiral,0,0,0,1,,
admire,1,0,0,1,,
admissions,1,0,0,0,,
admit,0,0,1,1,,
adopt,0,0,1,1,,
adopting,0,1,0,0,,
adorable,2,0,0,0,,
adore,0,1,0,0,,
adtr,0,1,0,0,,
adult,2,1,1,3,,
adult's,0,1,0,0,,
adults,1,4,1,2,,
advance,0,0,0,1,,
advanced,0,0,0,1,,
advantage,1,0,0,0,,
advantages,1,0,0,0,,
adventure,1,2,0,0,,
adversity,0,0,0,2,,
advertisements,0,1,0,0,,
advice,0,1,1,4,,
advise,0,2,0,0,,
advocating,1,0,0,0,,
a&e,0,0,0,1,,
afew,0,0,0,1,,
affect,0,0,0,1,,
affected?,0,0,0,1,,
affirmative,0,0,0,1,,
affirmed,0,1,0,0,,
affordability,1,0,0,0,,
affordable,2,0,0,2,,
afraid,0,0,0,4,,
afros,0,0,0,1,,
after,15,13,3,25,,
afterall,1,0,0,0,,
afternoon,1,1,0,2,,
afterwards,1,0,0,0,,
ag,1,0,0,0,,
ag!,0,0,0,1,,
again,13,10,1,18,,
again!,3,3,1,0,,
again?,1,1,1,0,,
again!!,0,1,0,0,,
against,1,1,0,18,,
age,3,2,0,7,,
age!???,1,0,0,0,,
agencies,1,0,0,0,,
agents,0,1,0,1,,
ages,0,0,0,1,,
aggravating,0,0,0,1,,
aggression,1,0,0,1,,
agitated,0,0,0,1,,
a~glooowww!,1,0,0,0,,
ago,3,4,1,9,,
ago!,1,0,0,1,,
ago!!!,0,1,0,0,,
agoband,0,0,0,1,,
agree,12,10,1,13,,
agree!,4,2,0,0,,
agree!!,1,2,0,0,,
agree!!!,0,0,0,1,,
agreed,4,1,0,4,,
agreeing,0,0,1,0,,
agrees,0,0,1,0,,
ah,7,2,2,1,,
ahah,0,0,0,1,,
ahahah,0,0,1,0,,
ahahahaha,0,0,0,1,,
ahead,1,0,0,4,,
ahead!,0,0,0,1,,
ahh,0,1,0,1,,
ahhahaha,0,1,0,0,,
ahhh,1,1,0,0,,
ahhhhhhhhhhhhh,0,1,0,0,,
ahmazing!,0,0,0,1,,
ahold,1,0,0,0,,
aid?,0,0,1,0,,
ain,2,0,0,0,,
ain't,4,1,1,5,,
aint,1,0,0,1,,
air,3,2,0,2,,
air-conditioner,0,0,0,1,,
air-n't,0,1,0,0,,
airport,0,0,0,3,,
aisle,0,1,0,1,,
aka,1,0,0,2,,
akins,0,0,0,1,,
al,0,1,0,0,,
ala,1,0,0,0,,
alabama,0,0,2,0,,
alan,0,1,0,1,,
alarmed,0,0,0,1,,
alas,1,0,0,0,,
alaska,2,0,0,0,,
albano!,0,0,0,1,,
albeit,1,0,0,0,,
albim,0,0,0,1,,
albino,0,0,1,0,,
album,1,0,1,4,,
albuterol,1,0,0,0,,
alcohol,0,5,0,3,,
alcohol?,0,0,0,1,,
ale,0,0,0,1,,
alert,0,0,0,1,,
alex,3,1,0,3,,
alex!!,0,1,0,0,,
alex!!!,1,0,0,0,,
alexandria,0,1,0,0,,
alexes,1,0,0,0,,
alexus,1,0,0,0,,
alfred,1,0,0,0,,
alfredo,0,0,1,0,,
ali,1,0,0,0,,
alice,0,0,0,1,,
alicia,0,1,0,1,,
alicia!,1,0,0,0,,
aliens?!!?,0,1,0,0,,
align,0,1,0,0,,
alike,0,0,0,2,,
alive,1,1,0,4,,
alive!!,0,1,0,0,,
'all,0,0,1,0,,
all,132,113,27,130,,
all!,7,1,1,4,,
all!!,2,0,0,0,,
all!!!,0,0,0,2,,
allen,0,0,0,1,,
alley,1,0,0,1,,
allie,1,0,0,0,,
alligator,2,0,0,0,,
allison,7,0,0,0,,
allison(:,0,0,1,0,,
alll,1,0,0,0,,
allll,0,0,1,0,,
allonsy!,0,1,0,0,,
allow,0,1,1,0,,
allowed,0,3,0,1,,
allowing,0,0,1,0,,
alls,1,0,0,0,,
all--the,0,0,0,1,,
all've,1,0,0,0,,
ally's,1,0,0,0,,
almost,4,5,4,6,,
alone,4,5,0,2,,
alone!!!,1,0,0,0,,
along,2,5,1,5,,
alongside,0,1,0,1,,
alot,2,1,0,1,,
already,15,6,4,11,,
already?,2,0,0,0,,
already!!,1,0,0,0,,
already???,1,0,0,0,,
already?!?!,0,1,0,0,,
alright,4,1,4,4,,
alright!,0,0,1,0,,
alrighty,0,0,0,1,,
alriiiggghhhttt,0,0,1,0,,
also,25,17,8,33,,
also;,0,1,0,0,,
also?,0,0,0,1,,
also:,0,1,0,0,,
alsome,0,0,0,1,,
(although,2,0,0,1,,
although,1,3,0,2,,
altitude,0,0,0,1,,
alway,0,1,0,0,,
(always,0,1,0,0,,
always,26,40,15,48,,
always!,0,1,0,0,,
am,63,40,20,44,,
am!,2,0,0,1,,
am*,0,0,0,1,,
amanda,6,0,1,0,,
amazes,1,0,0,0,,
amazin!!!,1,0,0,0,,
amazing,11,9,4,5,,
amazing!,2,0,1,0,,
amazing!!,2,0,1,0,,
amazing!!!,2,0,0,0,,
amazing!!!!!!,1,1,0,0,,
amazingness,1,0,0,0,,
amazon,0,1,0,2,,
amber,5,0,0,0,,
amber!,0,0,0,1,,
amelia,0,1,0,3,,
amelia's,1,0,0,0,,
amen,12,16,3,15,,
amen!,2,5,1,1,,
amen?,0,1,0,0,,
amen!!,2,3,0,0,,
amen!!!,2,0,0,0,,
amen!!!!!,0,0,0,1,,
amen!!!!!!,0,1,0,0,,
amen!!Ì†ΩÌπèÌ†ΩÌπå,0,0,1,0,,
amen!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,1,0,0,,
amends,0,0,1,0,,
america,2,0,0,5,,
america:,0,0,0,1,,
american,0,0,1,3,,
amie,0,3,0,0,,
amie!,0,3,0,0,,
amie!!,0,1,0,0,,
amnesia,0,0,0,1,,
among,0,3,0,1,,
amount,5,1,1,2,,
amounts,0,0,1,0,,
amputees,0,0,0,1,,
amy,2,0,0,1,,
an,49,34,20,60,,
analogy,0,1,0,1,,
ananya,2,0,0,0,,
anarchy,0,0,0,1,,
ancient,0,0,0,1,,
Ì†ΩÌ±Üand,1,0,0,0,,
^and,0,1,0,0,,
#NAME?,1,0,0,0,,
and,507,388,126,551,,
andall,0,1,0,0,,
andersland,1,0,0,0,,
anderson,0,2,0,0,,
and/or,2,0,0,0,,
andrea,1,0,0,2,,
andrew,0,2,0,1,,
andrew!,0,0,0,1,,
andy,0,0,1,0,,
andy!,0,0,1,0,,
anesthesiology?,1,0,0,0,,
angel,3,0,0,0,,
angel:,1,0,0,0,,
angela,0,0,0,1,,
angels,2,1,1,2,,
anger,0,0,0,1,,
angie,1,0,0,1,,
angie!,1,0,0,0,,
angle,0,0,0,2,,
angry,1,0,0,1,,
animal,4,1,0,0,,
animals,5,0,0,1,,
ann,1,0,0,0,,
anna,2,1,0,3,,
anniversary,0,11,0,3,,
anniversary!,0,5,1,0,,
anniversary!!,0,3,0,0,,
anniversary!!!!,0,1,0,0,,
announce,0,1,0,0,,
announced,0,0,0,2,,
annoy,0,0,1,0,,
*annoying,0,0,0,1,,
annoying,1,1,1,5,,
annoying!!!,1,0,0,0,,
annual,0,1,0,0,,
annv,0,1,0,1,,
anointed,1,1,0,0,,
anointing,0,1,1,0,,
another,8,7,6,14,,
answer,4,0,1,7,,
answer?,1,0,0,0,,
answered,1,0,1,0,,
answers,0,1,0,2,,
ant,0,0,0,1,,
anthem,1,0,0,0,,
anti,0,0,0,1,,
antibiotics,0,1,0,0,,
antioch,0,2,0,0,,
antivirus,0,0,0,1,,
anxious,1,0,0,0,,
any,19,9,8,32,,
anybody,1,1,1,1,,
anymore,5,1,0,4,,
anymore?,1,0,0,0,,
anyone,5,3,1,11,,
anyone!,1,0,0,0,,
anyone?,0,1,0,0,,
anyones,1,0,0,0,,
anything,18,10,8,16,,
anything!,1,1,0,0,,
anytime,3,2,0,0,,
anytime!!!!,1,0,0,0,,
anyway,2,0,2,4,,
anyway?,0,0,0,1,,
anyways,2,1,0,1,,
anywhere,2,0,0,2,,
ap,2,1,0,2,,
apart,0,0,0,3,,
apart!,0,0,1,0,,
apartment,3,0,0,1,,
ape,1,0,0,0,,
apologists,0,1,0,0,,
apologize,0,0,0,1,,
apologizing,1,0,0,0,,
apostacy,0,0,0,1,,
apostle,0,0,0,1,,
apostles,0,4,0,1,,
app,1,0,0,1,,
appallingly,0,0,0,1,,
apparently,1,1,0,3,,
appeal,0,0,0,2,,
appealing,1,0,0,0,,
appeals,0,1,0,0,,
appear,1,0,0,0,,
appears,1,0,0,3,,
appease,1,1,0,0,,
appendix,0,1,0,0,,
appendix?,0,1,0,0,,
applause,0,0,0,1,,
applause!,1,0,0,0,,
apple,1,0,1,1,,
applicable,1,0,1,0,,
application,0,0,0,1,,
applications,5,0,0,0,,
applications!!!,0,0,1,0,,
applied,3,0,0,0,,
apply,1,1,0,0,,
applying,0,1,1,0,,
appointment,0,1,0,1,,
appreciate,5,5,3,6,,
appreciated,0,1,0,2,,
appreciatedÌ†ΩÌ∏ä,0,1,0,0,,
appreciates,1,1,0,1,,
apprentice,0,0,0,1,,
approach,0,0,0,1,,
approaching,0,0,0,1,,
appropriate,1,0,0,0,,
approval,0,0,0,2,,
approve,1,0,0,0,,
approved,1,0,0,1,,
apps,3,0,0,0,,
appts,0,1,0,0,,
april,3,0,0,0,,
apron,0,1,0,0,,
aps,1,0,0,0,,
are,191,174,57,208,,
are!,1,1,1,0,,
are!!,0,0,0,1,,
area,1,3,0,4,,
area?,0,0,0,1,,
areas,1,3,0,0,,
aren't,4,9,3,10,,
arent,1,0,0,1,,
###arestupid!!!!,0,0,1,0,,
argh,0,1,0,0,,
argue,0,1,0,1,,
arguin,1,0,0,0,,
arguing,0,0,0,1,,
argument,0,0,0,1,,
ariel,0,1,0,0,,
arise,0,0,0,1,,
aristocratic,0,1,0,0,,
ark,1,0,0,0,,
arm,0,0,0,3,,
armenia,0,1,0,0,,
armor,0,1,0,0,,
arms,1,0,0,0,,
arms*,1,0,0,0,,
army,0,0,1,1,,
a-ron,1,1,0,0,,
around,19,10,11,16,,
aroused,0,0,2,0,,
arrangements?,1,0,0,0,,
arrested,0,2,0,0,,
arrived,0,0,1,0,,
arrived!,0,0,0,1,,
art,0,0,1,1,,
artery,0,0,0,1,,
artfully,0,1,0,0,,
article?,1,0,0,0,,
articles,0,0,0,1,,
artist,0,2,0,2,,
artistic,1,0,0,0,,
arvin,0,1,0,0,,
aryaaaa,1,0,0,0,,
a's,1,0,0,0,,
as,57,52,19,97,,
as?,1,0,0,0,,
asap,1,0,0,1,,
asap!,1,0,0,1,,
asbury,1,0,0,0,,
asena,1,0,0,0,,
ash,3,0,0,0,,
ashamed,0,0,1,1,,
ashby,6,0,0,0,,
